Instructor,Course,Term,Enrolled/Response Rate,Avg Grade Recieved,Avg Hours Worked,Student Learning,Course Structure,Class Environment
"Guirguis, Mark C",TDDE 101 - Theatre Process-Scenic Design (A00),SP24,16 (18.75%),3.54 (B+),7.0,3.58,3.73,4.11
"Benzoni, Elisa",TDDE 112 - Advanced Costume Design (A00),SP24,10 (40.00%),3.59 (B+),4.0,4.5,4.44,4.63
"Guirguis, Mark C",TDDE 130 - Assistant Designer (A00),WI24,10 (50.00%),4.00 (A),7.4,4.79,4.62,5.0
"Eldred, Ethan",TDDE 131 - Spec Topics in Theatre Design (B00),WI24,5 (80.00%),3.80 (A-),4.5,4.0,4.25,4.47
"Brill, Robert L.",TDDE 131 - Spec Topics in Theatre Design (A00),FA23,12 (25.00%),3.87 (A-),5.0,4.83,4.75,4.42
"Cole, Melanie Chen",TDDE 141 - Theatre Process-Sound Design (A00),FA23,15 (40.00%),3.73 (A-),5.83,4.42,4.54,4.96
"Petrovich, Victoria A.",TDDE 151 - Digital Video Design (A00),SP23,15 (26.67%),4.00 (A),6.25,4.69,4.63,4.75
"Petrovich, Victoria A.",TDDE 169A - Digital Rendering/Theater I (A00),SP24,8 (50.00%),3.88 (A-),5.0,4.63,4.69,4.93
"Weinberg, Sadie",TDDM 1 - Introduction to Dance Making (A00),SP24,27 (22.22%),3.92 (A-),2.33,4.77,4.65,4.95
"Alvarez, Ana Maria",TDDM 1 - Introduction to Dance Making (A00),FA23,25 (52.00%),3.79 (A-),6.92,4.19,4.04,4.24
"Smith, Alison D",TDDM 5 - Site Specific Dance & Perform (A00),FA23,29 (51.72%),3.96 (A-),5.33,4.44,4.54,4.64
"Smith, Alison D",TDDM 100 - Dance Making 1 (A00),WI24,30 (20.00%),3.83 (A-),2.0,4.04,4.21,4.5
"Johnston, Holly",TDDM 101 - Dance Making 2 (A00),SP24,15 (20.00%),3.46 (B+),3.0,4.36,3.67,4.0
"Powell, Lora",TDDR 101 - Stage Management (A00),SP24,36 (27.78%),3.68 (B+),3.6,4.76,4.77,4.8
"Porter, Lisa",TDDR 101 - Stage Management (A00),WI24,33 (30.30%),3.75 (A-),2.8,4.98,4.93,4.85
"Powell, Lora",TDDR 101 - Stage Management (A00),FA23,34 (32.35%),3.65 (B+),5.0,4.6,4.66,4.72
"Powell, Lora",TDDR 102 - Advanced Stage Management (A00),SP24,9 (66.67%),3.85 (A-),4.0,4.79,4.92,5.0
"Powell, Lora",TDDR 102 - Advanced Stage Management (A00),FA23,8 (75.00%),3.71 (A-),5.83,5.0,5.0,5.0
"Stalling, Vanessa",TDDR 111 - Directing - Acting Process (A00),WI24,32 (37.50%),3.73 (A-),5.17,4.54,4.74,4.91
"Castro, Robert Jess",TDDR 111 - Directing - Acting Process (A00),FA23,15 (53.33%),4.00 (A),6.25,3.03,3.23,3.41
"Salovey, Todd",TDGE 1 - Introduction to Theatre (A00),SP24,117 (25.64%),3.75 (A-),3.4,4.78,4.71,4.78
"Salovey, Todd",TDGE 1 - Introduction to Theatre (A00),WI24,117 (41.03%),3.74 (A-),3.42,4.71,4.67,4.73
"Salovey, Todd",TDGE 1 - Introduction to Theatre (A00),FA23,119 (33.61%),3.74 (A-),5.25,4.53,4.47,4.66
"Salovey, Todd",TDGE 1 - Introduction to Theatre (A00),S123,56 (21.43%),3.74 (A-),5.83,4.81,4.83,4.89
"Havis, Allan",TDGE 10 - Theatre and Film (A00),FA23,217 (31.34%),3.32 (B+),3.9,4.16,3.95,4.25
"Huynh, Michelle Vy",TDGE 10 - Theatre and Film (A00),S223,50 (14.00%),3.51 (B+),6.43,4.54,4.54,4.81
"Havis, Allan",TDGE 10 - Theatre and Film (B00),S223,49 (20.41%),3.52 (B+),6.0,4.48,4.1,4.44
"Fulton, Julia",TDGE 10 - Theatre and Film (A00),S123,75 (25.33%),3.66 (B+),5.53,4.68,4.58,4.6
"Fulton, Julia",TDGE 11 - Great Performances on Film (A00),WI24,244 (61.89%),3.59 (B+),2.0,4.67,4.6,4.65
"Salimi, Rana",TDGE 11 - Great Performances on Film (B00),WI24,111 (27.93%),3.18 (B),2.35,4.68,4.57,4.66
"Mehrishi, Rishika",TDGE 11 - Great Performances on Film (C00),WI24,206 (57.77%),3.73 (A-),2.58,4.24,4.12,4.38
"Fulton, Julia",TDGE 11 - Great Performances on Film (A00),S223,67 (23.88%),3.58 (B+),5.0,4.78,4.71,4.79
"Castro, Robert Jess",TDGE 11 - Great Performances on Film (C00),S223,nan,3.91 (A-),5.25,4.54,4.56,4.72
"Harting, Carla Kelso",TDGE 25 - Public Speaking (B00),SP24,20 (40.00%),3.87 (A-),4.14,4.5,4.5,4.57
"Harting, Carla Kelso",TDGE 25 - Public Speaking (C00),SP24,22 (27.27%),3.87 (A-),4.0,4.95,4.95,4.9
"Harting, Carla Kelso",TDGE 25 - Public Speaking (D00),SP24,21 (14.29%),3.91 (A-),3.67,4.83,5.0,4.82
"Harting, Carla Kelso",TDGE 25 - Public Speaking (A00),WI24,21 (52.38%),3.91 (A-),3.18,4.75,4.62,4.66
"Harting, Carla Kelso",TDGE 25 - Public Speaking (B00),WI24,19 (68.42%),3.87 (A-),3.62,4.6,4.46,4.41
"Harting, Carla Kelso",TDGE 25 - Public Speaking (C00),WI24,19 (42.11%),3.83 (A-),2.25,4.65,4.48,4.59
"Harting, Carla Kelso",TDGE 25 - Public Speaking (D00),WI24,20 (40.00%),3.90 (A-),4.25,3.68,3.9,3.71
"Harting, Carla Kelso",TDGE 25 - Public Speaking (A00),FA23,20 (25.00%),3.91 (A-),6.0,4.95,4.89,5.0
"Harting, Carla Kelso",TDGE 25 - Public Speaking (B00),FA23,20 (20.00%),3.87 (A-),3.75,4.69,4.86,4.92
"Harting, Carla Kelso",TDGE 25 - Public Speaking (C00),FA23,20 (15.00%),3.83 (A-),5.0,4.2,4.0,4.11
"Harting, Carla Kelso",TDGE 25 - Public Speaking (D00),FA23,21 (42.86%),3.90 (A-),4.44,4.79,4.89,4.8
"Guirguis, Mark C",TDGE 87 - First-year Seminar (A00),WI24,17 (29.41%),(N/A),1.8,4.85,4.65,4.63
"Rubinstein, Kim",TDGE 87 - First-year Seminar (A00),FA23,19 (47.37%),(N/A),4.44,4.58,4.42,4.51
"Salovey, Todd","TDGE 100 - Creating the Role of ""Leader"" (A00)",SP24,49 (22.45%),3.84 (A-),3.36,4.57,4.55,4.69
"Fulton, Julia",TDGE 124 - Cult Films: Weirdly Dramatic (A00),SP24,198 (23.74%),3.84 (A-),2.81,4.77,4.73,4.8
"Havis, Allan",TDGE 124 - Cult Films: Weirdly Dramatic (A00),WI24,215 (27.44%),3.68 (B+),2.49,4.63,4.52,4.61
"Fulton, Julia",TDGE 124 - Cult Films: Weirdly Dramatic (A00),S223,69 (23.19%),3.83 (A-),5.0,4.73,4.63,4.66
"Fulton, Julia",TDGE 124 - Cult Films: Weirdly Dramatic (A00),S123,74 (37.84%),3.83 (A-),5.36,4.79,4.75,4.78
"Havis, Allan",TDGE 125 - Topics in Theatre and Film (A00),SP24,184 (14.67%),3.68 (B+),3.07,4.48,4.48,4.73
"Geva, Dan",TDGE 125 - Topics in Theatre and Film (B00),SP24,148 (12.84%),3.81 (A-),1.44,4.44,4.34,4.52
"Meyer, Ursula",TDGE 125 - Topics in Theatre and Film (A00),WI24,100 (24.00%),3.55 (B+),4.83,4.28,4.21,4.52
"Meyer, Ursula",TDGE 125 - Topics in Theatre and Film (B00),S123,35 (11.43%),3.76 (A-),6.25,4.88,4.94,4.94
"Havis, Allan",TDGE 127 - The Films of Spike Lee (A00),FA23,218 (22.02%),3.67 (B+),4.69,4.34,4.11,4.4
"Havis, Allan",TDGE 127 - The Films of Spike Lee (A00),S223,50 (12.00%),3.67 (B+),7.5,4.67,4.04,4.54
"Burelle, Julie Sara Veronique",TDGE 131 - Playing Indian:Native Am Cinem (A00),FA23,230 (77.39%),3.39 (B+),5.06,4.42,4.32,4.65
"Brill, Robert L.",TDGE 133 - Visual Ideas (A00),SP24,20 (35.00%),3.46 (B+),5.86,4.14,3.79,4.3
"Jun, Grace Shin Hae",TDHD 20 - Looking at Dance (A00),WI24,18 (27.78%),3.53 (B+),2.2,4.55,4.5,4.6
"Jun, Grace Shin Hae",TDHD 175 - Cultural Perspectives on Dance (A00),SP24,17 (17.65%),3.33 (B+),4.33,4.58,4.5,4.67
"Caligagan, Maria T.",TDHD 176 - Dance History: Special Topics (A00),SP24,29 (20.69%),3.48 (B+),2.67,5.0,5.0,4.96
"Power, Jade Yukana",TDHT 10 - Introduction to Play Analysis (A00),SP24,18 (16.67%),3.41 (B+),5.0,,,
"Power, Jade Yukana",TDHT 10 - Introduction to Play Analysis (B00),SP24,17 (23.53%),3.69 (B+),4.5,4.75,4.63,4.2
"Power, Jade Yukana",TDHT 10 - Introduction to Play Analysis (B00),WI24,14 (28.57%),3.65 (B+),3.5,4.2,3.92,4.31
"Power, Jade Yukana",TDHT 10 - Introduction to Play Analysis (A00),FA23,18 (50.00%),3.55 (B+),5.56,4.81,4.72,4.63
"Power, Jade Yukana",TDHT 10 - Introduction to Play Analysis (B00),FA23,15 (66.67%),3.65 (B+),6.5,4.7,4.51,4.69
"Burelle, Julie Sara Veronique",TDHT 21 - Ancient and Medieval Theatre (A00),FA23,73 (56.16%),3.45 (B+),5.73,4.48,4.22,4.72
"Yapp, Hentyle T",TDHT 22 - Theatre 1500-1900 (A00),WI24,71 (38.03%),3.81 (A-),3.56,4.85,4.85,4.87
"Salimi, Rana",TDHT 23 - Twentieth-Century Theatre (A00),SP24,68 (25.00%),3.67 (B+),4.0,4.65,4.41,4.7
"Anderson, Mysia Anyse",TDHT 101 - Topics: Lit & Theatre History (A00),SP24,16 (37.50%),3.79 (A-),5.0,4.96,4.92,5.0
"Mehrishi, Rishika",TDHT 101 - Topics: Lit & Theatre History (B00),SP24,18 (27.78%),3.77 (A-),3.0,4.8,4.63,4.84
"Burelle, Julie Sara Veronique",TDHT 101 - Topics: Lit & Theatre History (A00),WI24,28 (39.29%),3.38 (B+),5.55,4.8,4.84,4.93
"Mehrishi, Rishika",TDHT 101 - Topics: Lit & Theatre History (C00),WI24,23 (39.13%),3.95 (A-),4.78,4.69,4.75,4.83
"Yapp, Hentyle T",TDHT 103 - Asian American Theatre (A00),WI24,27 (59.26%),3.97 (A-),3.5,4.64,4.61,4.58
"Basso, Beatrice",TDHT 104 - Italian Comedy (A00),SP24,26 (19.23%),3.97 (A-),2.2,4.1,4.05,4.15
"Anderson, Mysia Anyse",TDHT 109 - African American Theatre (A00),SP24,25 (20.00%),3.98 (A-),2.6,4.85,4.65,4.6
"Perry, Lamar",TDHT 109 - African American Theatre (A00),FA23,24 (62.50%),3.01 (B),8.67,4.52,3.72,4.52
"Power, Jade Yukana",TDHT 122 - Performance and Nightlife (A00),SP24,27 (14.81%),3.50 (B+),4.0,4.88,4.81,4.94
"Caligagan, Maria T.",TDMV 1 - Beginning Ballet (A00),SP24,31 (19.35%),3.96 (A-),3.0,4.83,4.7,4.86
"Caligagan, Maria T.",TDMV 1 - Beginning Ballet (A00),WI24,30 (26.67%),3.95 (A-),1.75,4.73,4.74,4.67
"Lanuza, Celeste Christine",TDMV 1 - Beginning Ballet (A00),FA23,21 (42.86%),3.52 (B+),2.78,4.0,3.69,3.91
"Weinberg, Sadie",TDMV 1 - Beginning Ballet (B00),FA23,32 (25.00%),4.00 (A),4.38,4.91,4.88,4.86
"Anabo, Cherry",TDMV 2 - Beginning Contemporary Dance (A00),SP24,30 (20.00%),3.97 (A-),2.0,4.75,4.52,4.68
"Weinberg, Sadie",TDMV 2 - Beginning Contemporary Dance (B00),SP24,29 (24.14%),3.87 (A-),2.71,4.54,4.59,4.61
"Anabo, Cherry",TDMV 2 - Beginning Contemporary Dance (A00),WI24,32 (15.63%),4.00 (A),1.8,4.25,4.37,4.5
"Duran, Marcos Antonio",TDMV 2 - Beginning Contemporary Dance (B00),WI24,29 (86.21%),3.91 (A-),1.8,4.53,4.48,4.54
"Sammartano, Tonnie",TDMV 2 - Beginning Contemporary Dance (A00),FA23,36 (38.89%),3.72 (A-),4.23,4.82,4.86,4.84
"Weinberg, Sadie",TDMV 2 - Beginning Contemporary Dance (B00),FA23,31 (35.48%),3.94 (A-),4.09,4.51,4.43,4.5
"Jun, Grace Shin Hae",TDMV 2 - Beginning Contemporary Dance (C00),FA23,33 (33.33%),3.93 (A-),3.18,4.86,4.98,5.0
"Arcidiacono, Kristin",TDMV 3 - Beginning Jazz (A00),SP24,41 (14.63%),3.77 (A-),3.0,4.73,4.71,4.81
"Mack, Kara Shanai'",TDMV 3 - Beginning Jazz (A00),WI24,47 (61.70%),3.96 (A-),2.31,4.74,4.64,4.65
"Arcidiacono, Kristin",TDMV 3 - Beginning Jazz (B00),FA23,29 (34.48%),3.53 (B+),3.5,4.62,4.53,4.59
"Wilson, Terry A.",TDMV 5 - Yoga for Dance (A00),WI24,26 (30.77%),3.83 (A-),2.5,4.88,4.69,4.9
"Fyall, Daunte Edward",TDMV 11 - Theatrical Tap (A00),SP24,34 (29.41%),4.00 (A),1.8,4.84,4.69,4.97
"Arcidiacono, Kristin",TDMV 11 - Theatrical Tap (A00),WI24,34 (26.47%),3.78 (A-),2.33,4.97,4.89,4.88
"Naves Tannus, Melissa",TDMV 11 - Theatrical Tap (A00),FA23,28 (67.86%),4.00 (A),3.42,4.88,4.89,4.9
"Smith, Alison D",TDMV 20 - Movement Lab (A00),SP24,30 (16.67%),3.92 (A-),1.8,4.3,4.35,4.2
"Caligagan, Maria T.",TDMV 110 - Intermediate Ballet (A00),SP24,33 (42.42%),3.94 (A-),1.71,4.91,4.79,4.87
"Caligagan, Maria T.",TDMV 110 - Intermediate Ballet (A00),WI24,28 (42.86%),3.95 (A-),1.0,4.82,4.7,4.72
"Smith, Alison D",TDMV 111 - Advanced Ballet (A00),SP24,17 (47.06%),3.93 (A-),2.5,4.88,4.94,4.8
"Sammartano, Tonnie",TDMV 120 - Intermediate Contemp Dance (B00),SP24,29 (34.48%),3.87 (A-),1.8,4.58,4.46,4.71
"Smith, Alison D",TDMV 120 - Intermediate Contemp Dance (A00),WI24,27 (22.22%),3.92 (A-),2.33,5.0,5.0,5.0
"Weinberg, Sadie",TDMV 120 - Intermediate Contemp Dance (B00),WI24,26 (38.46%),3.84 (A-),1.8,4.75,4.65,4.63
"Smith, Alison D",TDMV 120 - Intermediate Contemp Dance (A00),FA23,35 (48.57%),3.92 (A-),5.0,4.52,4.58,4.44
"Johnston, Holly",TDMV 122 - Advanced Contemporary Dance (A00),SP24,18 (27.78%),3.49 (B+),2.2,4.95,4.95,4.95
"Duran, Marcos Antonio",TDMV 123 - Contact Improvisation (A00),SP24,18 (72.22%),3.72 (A-),1.92,4.63,4.67,4.69
"Duran, Marcos Antonio",TDMV 123 - Contact Improvisation (A00),FA23,30 (43.33%),3.73 (A-),2.31,4.86,4.94,4.94
"Mack, Kara Shanai'",TDMV 130 - Intermediate Jazz (A00),SP24,26 (15.38%),3.81 (A-),2.5,4.31,4.19,4.21
"Lanuza, Celeste Christine",TDMV 130 - Intermediate Jazz (A00),WI24,17 (29.41%),3.95 (A-),1.4,4.35,4.2,4.22
"Mack, Kara Shanai'",TDMV 130 - Intermediate Jazz (A00),FA23,18 (33.33%),3.55 (B+),4.17,4.87,4.79,4.78
"Jun, Grace Shin Hae",TDMV 138 - Beginning Hip Hop (A00),SP24,52 (21.15%),3.96 (A-),2.64,4.86,4.77,4.77
"Corrales, Joseph Bernales",TDMV 138 - Beginning Hip Hop (A00),WI24,25 (24.00%),3.90 (A-),2.2,4.73,4.72,4.76
"Jun, Grace Shin Hae",TDMV 138 - Beginning Hip Hop (A00),FA23,56 (23.21%),3.94 (A-),3.85,4.78,4.76,4.83
"Mack, Kara Shanai'",TDMV 138 - Beginning Hip Hop (B00),FA23,47 (74.47%),3.94 (A-),4.14,4.62,4.57,4.59
"Lima, Paulo Henrique",TDMV 140 - Dances Of The World (A00),SP24,15 (20.00%),3.86 (A-),1.0,4.73,4.67,4.6
"Power, Jade Yukana",TDMV 140 - Dances Of The World (B00),SP24,28 (53.57%),3.91 (A-),2.6,4.82,4.85,4.93
"Caligagan, Tony",TDMV 140 - Dances Of The World (C00),SP24,45 (20.00%),3.98 (A-),3.22,4.58,4.36,4.23
"Corrales, Joseph Bernales",TDMV 140 - Dances Of The World (D00),SP24,28 (32.14%),4.00 (A),3.0,4.92,4.89,4.91
"Caligagan, Maria T.",TDMV 140 - Dances Of The World (A00),WI24,41 (26.83%),3.95 (A-),2.45,4.89,4.84,4.88
"Lima, Paulo Henrique",TDMV 140 - Dances Of The World (B00),WI24,16 (56.25%),4.00 (A),2.11,4.97,4.94,4.97
"Lanuza, Celeste Christine",TDMV 140 - Dances Of The World (C00),WI24,23 (21.74%),3.99 (A-),2.6,4.6,4.6,4.79
"Lima, Paulo Henrique",TDMV 140 - Dances Of The World (A00),FA23,34 (38.24%),3.81 (A-),3.08,4.92,4.9,4.72
"Blanco, Juan Carlos",TDMV 140 - Dances Of The World (B00),FA23,24 (20.83%),3.70 (A-),1.0,4.76,4.74,4.65
"Caligagan, Tony",TDMV 141 - Adv Dances of the World (A00),SP24,31 (19.35%),3.95 (A-),1.0,4.25,4.15,3.94
"Blanco, Juan Carlos",TDMV 142 - Latin Dance of the World (A00),SP24,36 (61.11%),3.92 (A-),1.82,4.88,4.78,4.89
"Caligagan, Tony",TDMV 142 - Latin Dance of the World (A00),WI24,45 (11.11%),3.96 (A-),3.8,4.89,4.9,4.8
"Blanco, Juan Carlos",TDMV 142 - Latin Dance of the World (B00),WI24,31 (54.84%),3.93 (A-),1.59,4.74,4.73,4.76
"Caligagan, Tony",TDMV 142 - Latin Dance of the World (A00),FA23,39 (28.21%),3.96 (A-),4.09,4.47,4.32,4.28
"Caligagan, Tony",TDMV 142 - Latin Dance of the World (B00),FA23,40 (32.50%),3.99 (A-),5.0,4.65,4.22,4.0
"Fyall, Daunte Edward",TDMV 143 - West African Dance (A00),SP24,29 (27.59%),4.00 (A),1.75,4.84,4.84,4.79
"Fyall, DauntÃ‰ Edward",TDMV 143 - West African Dance (A00),WI24,37 (21.62%),4.00 (A),4.14,4.86,4.82,4.89
"Fyall, DauntÃ‰ Edward",TDMV 143 - West African Dance (A00),FA23,28 (28.57%),4.00 (A),4.38,4.81,4.72,4.72
"Anabo, Cherry",TDMV 144 - Asian Dance (A00),SP24,36 (33.33%),3.98 (A-),2.33,4.69,4.65,4.81
"Camaya, Michelle Ann",TDMV 144 - Asian Dance (A00),WI24,29 (86.21%),3.91 (A-),1.83,4.93,4.91,4.9
"Veimau, Ida Ramona",TDMV 144 - Asian Dance (A00),FA23,40 (35.00%),3.88 (A-),3.93,4.69,4.58,4.7
"Caligagan, Tony",TDMV 146 - Intermediate Latin Dance (A00),WI24,38 (21.05%),3.83 (A-),3.75,4.41,4.25,4.23
"Jun, Grace Shin Hae",TDMV 148 - Intermediate Hip Hop (A00),WI24,40 (15.00%),3.88 (A-),1.33,4.79,4.67,4.74
"Jun, Grace Shin Hae",TDMV 149 - Advanced Hip-Hop (A00),SP24,43 (23.26%),4.00 (A),2.0,4.94,4.94,4.79
"Duran, Marcos Antonio",TDPF 160 - Studies/Perform-Fall Product (A00),FA23,9 (44.44%),4.00 (A),8.75,4.67,4.63,4.79
"Alvarez, Ana Maria",TDPF 161 - Studies/Perform-Winter Product (A00),WI24,28 (32.14%),4.00 (A),1.75,4.13,4.13,4.05
"Alvarez, Ana Maria",TDPF 162 - Studies/Perform-Spring Product (A00),SP24,58 (18.97%),4.00 (A),5.6,4.1,3.9,4.13
"Jun, Grace Shin Hae",TDPF 163 - Dance Repertory (B00),WI24,25 (20.00%),4.00 (A),1.4,5.0,5.0,5.0
"Mack, Kara Shanai'",TDPF 163 - Dance Repertory (C00),WI24,27 (33.33%),4.00 (A),2.33,4.86,4.79,4.71
"Alvarez, Ana Maria",TDPF 164 - Performance Lab (A00),FA23,10 (40.00%),3.48 (B+),7.5,4.88,4.88,4.92
"Guirguis, Mark C",TDPR 6 - Theatre Practicum (A00),SP24,35 (22.86%),3.92 (A-),4.71,4.29,4.05,4.29
"Guirguis, Mark C",TDPR 6 - Theatre Practicum (A00),WI24,36 (22.22%),3.94 (A-),13.5,4.0,3.9,4.26
"Guirguis, Mark C",TDPR 6 - Theatre Practicum (A00),FA23,20 (30.00%),3.94 (A-),6.67,4.27,3.94,4.12
"Guirguis, Mark C",TDPR 102 - Advanced Theatre Practicum (A00),SP24,20 (20.00%),4.00 (A),4.0,4.77,4.73,5.0
"Guirguis, Mark C",TDPR 102 - Advanced Theatre Practicum (A00),WI24,16 (37.50%),4.00 (A),4.33,4.8,4.67,5.0
"Powell, Lora",TDPR 104 - Adv Practicum/Stage Management (A00),SP24,16 (18.75%),4.00 (A),5.67,,,
"Porter, Lisa",TDPR 104 - Adv Practicum/Stage Management (A00),WI24,9 (33.33%),4.00 (A),3.0,5.0,,
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (A00),SP24,16 (18.75%),3.65 (B+),8.33,4.58,4.17,4.5
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (B00),SP24,15 (60.00%),3.85 (A-),4.11,4.67,4.66,4.78
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (C00),SP24,14 (28.57%),3.96 (A-),3.0,4.5,4.4,4.5
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (E00),SP24,15 (46.67%),3.90 (A-),5.0,4.74,4.44,4.78
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (A00),FA23,16 (43.75%),3.78 (A-),6.43,4.25,3.96,4.3
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (B00),FA23,16 (50.00%),3.98 (A-),5.63,4.34,4.03,4.61
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (C00),FA23,15 (53.33%),3.93 (A-),5.0,4.41,4.45,4.5
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (F00),FA23,17 (35.29%),3.63 (B+),5.83,4.63,4.61,4.95
"Stein, Deborah Isobel",TDPW 1 - Introduction to Playwriting (G00),FA23,13 (23.08%),3.72 (A-),8.33,5.0,4.92,4.89
"Stein, Deborah Isobel",TDPW 101 - Intermediate Playwriting (C00),WI24,9 (33.33%),3.70 (A-),4.0,4.75,4.73,5.0
"Stein, Deborah Isobel",TDPW 101 - Intermediate Playwriting (D00),WI24,15 (46.67%),3.91 (A-),5.29,4.32,4.26,4.36
"Stein, Deborah Isobel",TDPW 101 - Intermediate Playwriting (E00),WI24,15 (26.67%),3.67 (B+),7.25,3.88,4.07,4.25
"Augustin, Jeff",TDPW 102 - Advanced Playwriting (A00),SP24,22 (27.27%),3.67 (B+),3.67,4.75,4.73,4.73
"Loo, Eric James",TDPW 104 - Screenwriting (A00),WI24,17 (17.65%),3.83 (A-),7.0,3.92,3.83,4.25
"Wilson, Terry A.",TDTR 10 - Introduction to Dance (A00),SP24,32 (25.00%),3.80 (A-),3.75,4.66,4.25,4.66
"Wilson, Terry A.",TDTR 10 - Introduction to Dance (A00),WI24,34 (38.24%),3.80 (A-),3.0,4.69,4.6,4.75
"Wilson, Terry A.",TDTR 10 - Introduction to Dance (A00),FA23,38 (26.32%),3.80 (A-),4.5,4.15,3.98,4.13
"Smith, Alison D",TDTR 15 - Dance Movement and Analysis (A00),SP24,30 (13.33%),3.90 (A-),3.5,5.0,4.94,5.0
"Smith, Alison D",TDTR 20 - Dance On Film (A00),WI24,30 (30.00%),3.90 (A-),4.11,4.53,4.34,4.48
"Smith, Alison D",TDTR 104 - Dance Theory & Pedagogy (A00),FA23,9 (44.44%),3.84 (A-),6.25,4.5,4.5,4.5
"Guirguis, Mark C",TMC 1 - First Year Experience (A00),FA23,48 (70.83%),(N/A),3.68,4.52,4.48,4.72
"Carver, Leslie J.",TMC 2 - Transfer Year Experience (A00),FA23,36 (44.44%),(N/A),2.5,4.39,4.37,4.67
"Sussman, Diana Wald",TMC 2 - Transfer Year Experience (A00),S223,16 (31.25%),(N/A),5.0,4.55,4.58,4.67
"Hemans, Patricia Ann Benitez",TMC 15 - Public Service in America (A00),SP24,8 (100.00%),3.41 (B+),3.5,4.59,4.59,4.59
"Hemans, Patricia Ann Benitez",TMC 15 - Public Service in America (A00),WI24,9 (55.56%),3.42 (B+),3.0,4.8,4.95,4.9
"Hemans, Patricia Ann Benitez",TMC 15 - Public Service in America (A00),FA23,24 (58.33%),3.42 (B+),6.07,4.34,4.38,4.64
"Carver, Leslie J.",TMC 20 - Thurgood Marshall Col Hnrs Sem (A00),WI24,12 (41.67%),(N/A),1.0,4.56,4.6,4.79
"Solomon, Amanda Lee Albaniel",TMC 87 - Freshman Seminar (A00),SP24,10 (40.00%),(N/A),1.0,5.0,5.0,5.0
"Lo, Stanley M.",TMC 90 - Experiential Learning Seminar (A00),FA23,5 (60.00%),(N/A),3.33,4.67,4.6,4.45
"Kwak, Nancy",USP 1 - History/US Urban Communities (A00),FA23,185 (35.14%),3.47 (B+),5.23,4.53,4.39,4.68
"Kwak, Nancy",USP 1 - History/US Urban Communities (A00),S223,35 (8.57%),3.47 (B+),6.67,4.75,4.67,5.0
"Pezzoli, Keith",USP 2 - Urban World System (A00),WI24,66 (33.33%),3.69 (B+),4.09,4.15,4.06,4.57
"Lerner, Amy M",USP 2 - Urban World System (A00),FA23,70 (41.43%),3.58 (B+),6.21,4.45,4.49,4.68
"Hinds, Juli Beth",USP 2 - Urban World System (A00),S123,15 (20.00%),3.78 (A-),8.33,5.0,4.91,5.0
"Martin, Isaac",USP 3 - City and Social Theory (A00),SP24,137 (31.39%),3.38 (B+),4.48,4.53,4.35,4.58
"Newton, Joshua Dean",USP 3 - City and Social Theory (A00),S123,26 (65.38%),3.40 (B+),6.18,4.57,4.63,4.63
"Schwaller, Nora Louise",USP 4 - Intro/Geographic Info Systems (A00),SP24,23 (56.52%),3.59 (B+),3.92,4.73,4.55,4.88
"Schwaller, Nora Louise",USP 4 - Intro/Geographic Info Systems (B00),WI24,28 (25.00%),3.51 (B+),6.43,4.57,4.5,4.7
"Polat, Soydan Alihan",USP 4 - Intro/Geographic Info Systems (B00),FA23,26 (42.31%),3.60 (B+),5.0,4.7,4.75,4.75
"McTague, Sarah",USP 4 - Intro/Geographic Info Systems (C00),FA23,26 (46.15%),3.80 (A-),5.83,4.73,4.81,4.88
"McTague, Sarah",USP 4 - Intro/Geographic Info Systems (B00),S123,11 (36.36%),4.00 (A),6.25,4.94,4.93,4.88
"Shenkman, Michael Thomas",USP 5 - Intro to Real Estate/Develmnt (A00),SP24,72 (37.50%),2.89 (B-),4.31,4.55,4.36,4.54
"Sun, Feiyang",USP 5 - Intro to Real Estate/Develmnt (A00),WI24,69 (30.43%),3.95 (A-),3.1,4.53,4.56,4.66
"Shenkman, Michael Thomas",USP 5 - Intro to Real Estate/Develmnt (A00),FA23,69 (55.07%),3.03 (B),5.92,4.47,4.37,4.34
"Shenkman, Michael Thomas",USP 5 - Intro to Real Estate/Develmnt (A00),S223,nan,3.03 (B),6.67,5.0,4.92,4.75
"Moses, Kelema Lee",USP 6 - Intro to Global Architecture (A00),WI24,62 (27.42%),3.22 (B),3.47,4.53,4.47,4.6
"Anderson, William Raymond",USP 15 - Urban Econ/Plan&Development (A00),SP24,67 (11.94%),3.18 (B),5.5,3.78,3.81,4.43
"Sun, Feiyang",USP 25 - Real Estate/Principle&Analysis (A00),SP24,65 (13.85%),3.87 (A-),3.0,4.53,4.66,4.77
"Sun, Feiyang",USP 25 - Real Estate/Principle&Analysis (A00),WI24,69 (31.88%),3.83 (A-),3.73,4.51,4.57,4.6
